No.,図形名,文字,UCS,文字,代替変換区分
2316,GJ002316,􆢨,U+3060,だ,1
2317,GJ002317,􆢭,U+53EF,可,1
2318,GJ002318,􆢴,U+5BF8,寸,2
2319,GJ002319,􆢹,U+5347,升,1
2320,GJ002320,􆣋,U+3060,だ,1
2321,GJ002321,􆣍,U+5929,天,2
2322,GJ002322,􆣚,U+537F,卿,1
2323,GJ002323,􆣜,U+661F,星,2
2324,GJ002324,􆣡,U+5F5D,彝,1
2325,GJ002325,􆣢,U+5F5D,彝,1
2326,GJ002326,􆣨,U+5927,大,2
2327,GJ002327,􆣩,U+5927,大,2
2328,GJ002328,􆣭,U+592E,央,1
2329,GJ002329,􆣯,U+5927,大,2
2330,GJ002330,􆣵,U+4E86,了,2
2331,GJ002331,􆣷,U+5915,夕,2
2332,GJ002332,􆣹,U+5929,天,2
2333,GJ002333,􆣼,U+4E3F,丿,2
2334,GJ002334,􆣿,U+55AC,喬,1
2335,GJ002335,􆤇,U+8C37,谷,1
2336,GJ002336,􆤉,U+5927,大,2
2337,GJ002337,􆤊,U+5927,大,2
2338,GJ002338,􆤋,U+8CE2,賢,1
2339,GJ002339,􆤎,U+5145,充,1
2340,GJ002340,􆤒,U+592E,央,2
2341,GJ002341,􆤓,U+65B9,方,2
2342,GJ002342,􆤚,U+5927,大,2
2343,GJ002343,􆤛,U+5C16,尖,2
2344,GJ002344,􆤞,U+5949,奉,1
2345,GJ002345,􆤣,U+4E36,丶,2
2346,GJ002346,􆤦,U+8208,興,1
2347,GJ002347,􆤨,U+5927,大,2
2348,GJ002348,􆥂,U+6B63,正,2
2349,GJ002349,􆥃,U+592D,夭,2
2350,GJ002350,􆥄,U+5929,天,2
2351,GJ002351,􆥇,U+4E19,丙,2
2352,GJ002352,􆥍,U+65E5,日,2
2353,GJ002353,􆥏,U+5927,大,2
2354,GJ002354,􆥓,U+4E09,三,2
2355,GJ002355,􆥛,U+4E5D,九,2
2356,GJ002356,􆥠,U+594F,奏,1
2357,GJ002357,􆦄,U+771F,真,1
2358,GJ002358,􆦅,U+5927,大,2
2359,GJ002359,􆦉,U+4E0E,与,1
2360,GJ002360,􆦎,U+5927,大,2
2361,GJ002361,􆦒,U+5C1E,尞,1
2362,GJ002362,􆦚,U+5144,兄,2
2363,GJ002363,􆦦,U+5951,契,1
2364,GJ002364,􆦩,U+5951,契,1
2365,GJ002365,􆦶,U+800E,耎,1
2366,GJ002366,􆦹,U+5929,天,2
2367,GJ002367,􆦿,U+826F,良,2
2368,GJ002368,􆧆,U+65E5,日,2
2369,GJ002369,􆧊,U+6C42,求,2
2370,GJ002370,􆧌,U+5938,夸,2
2371,GJ002371,􆧐,U+7C73,米,2
2372,GJ002372,􆧒,U+751F,生,2
2373,GJ002373,􆧢,U+771E,眞,1
2374,GJ002374,􆧧,U+771F,真,1
2375,GJ002375,􆧮,U+5929,天,2
2376,GJ002376,􆧵,U+5BF8,寸,2
2377,GJ002377,􆧽,U+7167,照,1
2378,GJ002378,􆨀,U+4E38,丸,2
2379,GJ002379,􆨉,U+7337,猷,1
2380,GJ002380,􆨊,U+5927,大,2
2381,GJ002381,􆨎,U+670B,朋,2
2382,GJ002382,􆨏,U+5DE8,巨,2
2383,GJ002383,􆨘,U+54E1,員,2
2384,GJ002384,􆨛,U+596C,奬,1
2385,GJ002385,􆨤,U+7C89,粉,2
2386,GJ002386,􆨨,U+660C,昌,2
2387,GJ002387,􆨪,U+5203,刃,2
2388,GJ002388,􆨮,U+5967,奧,1
2389,GJ002389,􆨰,U+5968,奨,1
2390,GJ002390,􆨳,U+596C,奬,1
2391,GJ002391,􆨼,U+7126,焦,2
2392,GJ002392,􆩂,U+77EF,矯,2
2393,GJ002393,􆩄,U+9053,道,2
2394,GJ002394,􆩇,U+826F,良,2
2395,GJ002395,􆩉,U+81FC,臼,2
2396,GJ002396,􆩋,U+5E30,帰,1
2397,GJ002397,􆩐,U+516D,六,2
2398,GJ002398,􆩕,U+5973,女,2
2399,GJ002399,􆩗,U+4E5D,九,2
2400,GJ002400,􆩚,U+529F,功,1
2401,GJ002401,􆩝,U+4E43,乃,2
2402,GJ002402,􆩣,U+51E0,几,2
2403,GJ002403,􆩤,U+5F13,弓,2
2404,GJ002404,􆩥,U+5973,女,2
2405,GJ002405,􆩸,U+4E30,丰,2
2406,GJ002406,􆩾,U+4E11,丑,2
2407,GJ002407,􆪁,U+5A40,婀,1
2408,GJ002408,􆪈,U+6208,戈,2
2409,GJ002409,􆪑,U+3563,㕣,2
2410,GJ002410,􆪔,U+5974,奴,2
2411,GJ002411,􆪖,U+34DB,㓛,2
2412,GJ002412,􆪢,U+5A01,威,1
2413,GJ002413,􆪫,U+59CD,姍,1
2414,GJ002414,􆪱,U+6C5F,江,2
2415,GJ002415,􆪲,U+5200,刀,2
2416,GJ002416,􆪳,U+219C3,𡧃,2
2417,GJ002417,􆪷,U+4E45,久,2
2418,GJ002418,􆪼,U+5973,女,2
2419,GJ002419,􆫏,U+5A6D,婭,1
2420,GJ002420,􆫔,U+5B0C,嬌,1
2421,GJ002421,􆫗,U+7C73,米,2
2422,GJ002422,􆫚,U+7A76,究,2
2423,GJ002423,􆫛,U+5A40,婀,1
2424,GJ002424,􆫠,U+89D2,角,2
2425,GJ002425,􆫢,U+6C42,求,2
2426,GJ002426,􆫦,U+516C,公,2
2427,GJ002427,􆫧,U+81E3,臣,2
2428,GJ002428,􆫨,U+5983,妃,2
2429,GJ002429,􆫩,U+752C,甬,2
2430,GJ002430,􆫪,U+5371,危,2
2431,GJ002431,􆫭,U+5A1C,娜,1
2432,GJ002432,􆫹,U+5B8C,完,2
2433,GJ002433,􆫺,U+79C0,秀,2
2434,GJ002434,􆬂,U+597D,好,1
2435,GJ002435,􆬃,U+4E9C,亜,2
2436,GJ002436,􆬅,U+82E5,若,2
2437,GJ002437,􆬆,U+5927,大,2
2438,GJ002438,􆬈,U+6C34,水,2
2439,GJ002439,􆬌,U+4EBA,人,2
2440,GJ002440,􆬟,U+5B0B,嬋,1
2441,GJ002441,􆬡,U+5AA2,媢,1
2442,GJ002442,􆬧,U+9999,香,2
2443,GJ002443,􆬨,U+7814,研,2
2444,GJ002444,􆬩,U+807F,聿,2
2445,GJ002445,􆬭,U+59CB,始,2
2446,GJ002446,􆬱,U+7AD2,竒,2
2447,GJ002447,􆬴,U+8981,要,2
2448,GJ002448,􆬷,U+8338,茸,2
2449,GJ002449,􆭌,U+5950,奐,2
2450,GJ002450,􆭎,U+59DC,姜,2
2451,GJ002451,􆭑,U+81E3,臣,2
2452,GJ002452,􆭔,U+83AB,莫,2
2453,GJ002453,􆭕,U+7A88,窈,1
2454,GJ002454,􆭖,U+5FD7,志,2
2455,GJ002455,􆭘,U+6643,晃,2
2456,GJ002456,􆭙,U+79BE,禾,2
2457,GJ002457,􆭚,U+5973,女,2
2458,GJ002458,􆭛,U+725B,牛,2
2459,GJ002459,􆭞,U+8863,衣,2
2460,GJ002460,􆭟,U+516D,六,2
2461,GJ002461,􆭢,U+268DD,𦣝,2
2462,GJ002462,􆭳,U+9AD8,高,2
2463,GJ002463,􆭴,U+4EAE,亮,2
2464,GJ002464,􆭵,U+8389,莉,2
2465,GJ002465,􆭶,U+654F,敏,2
2466,GJ002466,􆭷,U+3076,ぶ,1
2467,GJ002467,􆭻,U+96C0,雀,2
2468,GJ002468,􆭾,U+8CAE,貮,2
2469,GJ002469,􆭿,U+57FA,基,2
2470,GJ002470,􆮀,U+57FA,基,2
2471,GJ002471,􆮄,U+5451,呑,2
2472,GJ002472,􆮉,U+771E,眞,2
2473,GJ002473,􆮊,U+8C9D,貝,2
2474,GJ002474,􆮝,U+8449,葉,2
2475,GJ002475,􆮯,U+5BCC,富,2
2476,GJ002476,􆮱,U+83CA,菊,2
2477,GJ002477,􆮲,U+7BC0,節,2
2478,GJ002478,􆮳,U+7C73,米,2
2479,GJ002479,􆮴,U+5973,女,2
2480,GJ002480,􆮵,U+6B7B,死,2
2481,GJ002481,􆮶,U+5A2D,娭,1
2482,GJ002482,􆮾,U+5A9F,媟,1
2483,GJ002483,􆯂,U+5A2D,娭,1
2484,GJ002484,􆯉,U+9EBC,麼,2
2485,GJ002485,􆯌,U+5609,嘉,2
2486,GJ002486,􆯍,U+5609,嘉,2
2487,GJ002487,􆯙,U+5E1A,帚,2
2488,GJ002488,􆯠,U+59FF,姿,2
2489,GJ002489,􆯷,U+5B58,存,2
2490,GJ002490,􆯺,U+52FA,勺,2
2491,GJ002491,􆯻,U+5B50,子,2
2492,GJ002492,􆰂,U+5C6F,屯,2
2493,GJ002493,􆰅,U+5185,内,2
2494,GJ002494,􆰑,U+5B50,子,2
2495,GJ002495,􆰒,U+5B50,子,2
2496,GJ002496,􆰔,U+4EAB,享,1
2497,GJ002497,􆰘,U+751F,生,2
2498,GJ002498,􆰝,U+5409,吉,2
2499,GJ002499,􆰤,U+65EC,旬,2
2500,GJ002500,􆰥,U+5B50,子,2
2501,GJ002501,􆰫,U+91CC,里,2
2502,GJ002502,􆰮,U+5B50,子,2
2503,GJ002503,􆰲,U+5C3E,尾,2
2504,GJ002504,􆰴,U+53BB,去,2
2505,GJ002505,􆰹,U+7C73,米,2
2506,GJ002506,􆰽,U+4EAB,享,1
2507,GJ002507,􆱍,U+7FBD,羽,2
2508,GJ002508,􆱡,U+868A,蚊,2
2509,GJ002509,􆱨,U+5B78,學,1
2510,GJ002510,􆱽,U+559C,喜,2
2511,GJ002511,􆲇,U+718A,熊,2
2512,GJ002512,􆲉,U+5B78,學,1
2513,GJ002513,􆲖,U+5BCC,富,1
2514,GJ002514,􆲙,U+5B80,宀,2
2515,GJ002515,􆲚,U+38FA,㣺,2
2516,GJ002516,􆲜,U+5B80,宀,2
2517,GJ002517,􆲝,U+3076,ぶ,1
2518,GJ002518,􆲧,U+5B80,宀,2
2519,GJ002519,􆲩,U+5B85,宅,1
2520,GJ002520,􆲬,U+7A81,突,1
2521,GJ002521,􆲭,U+219C3,𡧃,1
2522,GJ002522,􆲮,U+4E0A,上,2
2523,GJ002523,􆲰,U+5B9A,定,1
2524,GJ002524,􆲱,U+53CE,収,2
2525,GJ002525,􆲵,U+53CB,友,2
2526,GJ002526,􆲹,U+4E94,五,2
2527,GJ002527,􆳎,U+5B93,宓,2
2528,GJ002528,􆳏,U+5347,升,2
2529,GJ002529,􆳐,U+5C71,山,2
2530,GJ002530,􆳒,U+4E4D,乍,2
2531,GJ002531,􆳔,U+4ECA,今,2
2532,GJ002532,􆳚,U+5B8F,宏,1
2533,GJ002533,􆳨,U+4ED8,付,2
2534,GJ002534,􆳯,U+5BB0,宰,1
2535,GJ002535,􆳰,U+5B80,宀,2
2536,GJ002536,􆳱,U+76BF,皿,2
2537,GJ002537,􆳲,U+800C,而,2
2538,GJ002538,􆳳,U+5168,全,2
2539,GJ002539,􆳴,U+5FC3,心,2
2540,GJ002540,􆳶,U+65E5,日,2
2541,GJ002541,􆳻,U+5B98,官,1
2542,GJ002542,􆳼,U+5B9C,宜,2
2543,GJ002543,􆴂,U+5BA2,客,1
2544,GJ002544,􆴄,U+5B8B,宋,2
2545,GJ002545,􆴋,U+5B9F,実,1
2546,GJ002546,􆴍,U+342C,㐬,2
2547,GJ002547,􆴐,U+342C,㐬,2
2548,GJ002548,􆴑,U+5B80,宀,2
2549,GJ002549,􆴒,U+5145,充,2
2550,GJ002550,􆴘,U+5B99,宙,1
2551,GJ002551,􆴙,U+5149,光,2
2552,GJ002552,􆴚,U+51A0,冠,1
2553,GJ002553,􆴛,U+5BC2,寂,1
2554,GJ002554,􆴝,U+5DDB,巛,2
2555,GJ002555,􆴤,U+516C,公,2
2556,GJ002556,􆴥,U+65E5,日,2
2557,GJ002557,􆴧,U+4E0E,与,2
2558,GJ002558,􆴩,U+5B89,安,2
2559,GJ002559,􆴭,U+5192,冒,1
2560,GJ002560,􆴮,U+3761,㝡,1
2561,GJ002561,􆴳,U+5BA3,宣,1
2562,GJ002562,􆴶,U+5BB8,宸,1
2563,GJ002563,􆴼,U+5BC5,寅,1
2564,GJ002564,􆵁,U+638C,掌,1
2565,GJ002565,􆵂,U+6B62,止,2
2566,GJ002566,􆵇,U+5343,千,2
2567,GJ002567,􆵈,U+4E8D,亍,2
2568,GJ002568,􆵎,U+8CD3,賓,1
2569,GJ002569,􆵑,U+5B80,宀,2
2570,GJ002570,􆵒,U+5927,大,2
2571,GJ002571,􆵓,U+5BA2,客,2
2572,GJ002572,􆵕,U+623F,房,2
2573,GJ002573,􆵗,U+6214,戔,2
2574,GJ002574,􆵚,U+61B2,憲,1
2575,GJ002575,􆵜,U+53B6,厶,2
2576,GJ002576,􆵝,U+6708,月,2
2577,GJ002577,􆵞,U+6C34,水,2
2578,GJ002578,􆵟,U+51E6,処,2
2579,GJ002579,􆵣,U+5192,冒,1
2580,GJ002580,􆵦,U+5BC5,寅,1
2581,GJ002581,􆵨,U+5BCC,富,1
2582,GJ002582,􆵫,U+76EE,目,2
2583,GJ002583,􆵭,U+82D7,苗,1
2584,GJ002584,􆵱,U+6708,月,2
2585,GJ002585,􆵲,U+6708,月,2
2586,GJ002586,􆵳,U+4F73,佳,2
2587,GJ002587,􆵵,U+670B,朋,2
2588,GJ002588,􆵶,U+670B,朋,2
2589,GJ002589,􆵸,U+5BDB,寛,1
2590,GJ002590,􆵹,U+5E1D,帝,2
2591,GJ002591,􆵽,U+76EE,目,2
2592,GJ002592,􆶂,U+518B,冋,2
2593,GJ002593,􆶃,U+7530,田,2
2594,GJ002594,􆶄,U+90C1,郁,2
2595,GJ002595,􆶅,U+52A0,加,2
2596,GJ002596,􆶆,U+6587,文,2
2597,GJ002597,􆶌,U+6708,月,2
2598,GJ002598,􆶎,U+5BB4,宴,1
2599,GJ002599,􆶑,U+5BC5,寅,1
2600,GJ002600,􆶛,U+7AAA,窪,1
2601,GJ002601,􆶜,U+4E01,丁,2
2602,GJ002602,􆶣,U+5EFA,建,2
2603,GJ002603,􆶥,U+661C,昜,2
2604,GJ002604,􆶩,U+5927,大,2
2605,GJ002605,􆶱,U+9AD8,高,2
2606,GJ002606,􆶳,U+5B93,宓,2
2607,GJ002607,􆶷,U+5927,大,2
2608,GJ002608,􆶸,U+5EB7,康,2
2609,GJ002609,􆷐,U+572D,圭,2
2610,GJ002610,􆷘,U+898B,見,2
2611,GJ002611,􆷙,U+96B9,隹,2
2612,GJ002612,􆷚,U+5BB6,家,2
2613,GJ002613,􆷛,U+96C0,雀,2
2614,GJ002614,􆷜,U+65E5,日,2
2615,GJ002615,􆷢,U+7D48,絈,2
2616,GJ002616,􆷣,U+53E3,口,2
2617,GJ002617,􆷯,U+5BDB,寛,1
2618,GJ002618,􆷲,U+5BE1,寡,1
2619,GJ002619,􆷳,U+5BE6,實,1
2620,GJ002620,􆸄,U+66FD,曽,2
2621,GJ002621,􆸅,U+9D08,鴈,1
2622,GJ002622,􆸆,U+9D08,鴈,1
2623,GJ002623,􆸇,U+5BE7,寧,1
2624,GJ002624,􆸈,U+5BE7,寧,2
2625,GJ002625,􆸓,U+5BE7,寧,1
2626,GJ002626,􆸕,U+6ECB,滋,2
2627,GJ002627,􆸛,U+5B93,宓,2
2628,GJ002628,􆸝,U+5BD8,寘,1
2629,GJ002629,􆸞,U+5BDF,察,1
2630,GJ002630,􆸢,U+5BE6,實,1
2631,GJ002631,􆸺,U+5BF6,寶,1
2632,GJ002632,􆸻,U+73CE,珎,2
2633,GJ002633,􆸼,U+6562,敢,2
2634,GJ002634,􆸿,U+7FBD,羽,2
2635,GJ002635,􆹁,U+5BB3,害,2
2636,GJ002636,􆹂,U+610F,意,2
2637,GJ002637,􆹃,U+5FC3,心,2
2638,GJ002638,􆹇,U+53E1,叡,1
2639,GJ002639,􆹐,U+661F,星,2
2640,GJ002640,􆹑,U+5B9D,宝,1
2641,GJ002641,􆹓,U+5EE3,廣,2
2642,GJ002642,􆹔,U+5F1C,弜,2
2643,GJ002643,􆹕,U+76EE,目,2
2644,GJ002644,􆹛,U+61B2,憲,1
2645,GJ002645,􆹜,U+61B2,憲,1
2646,GJ002646,􆹝,U+61B2,憲,1
2647,GJ002647,􆹹,U+53C8,又,2
2648,GJ002648,􆺋,U+898B,見,2
2649,GJ002649,􆺎,U+4E14,且,2
2650,GJ002650,􆺬,U+5BF3,寳,1
2651,GJ002651,􆺯,U+5BF6,寶,1
2652,GJ002652,􆺹,U+5BF6,寶,1
2653,GJ002653,􆻅,U+5BF6,寶,1
2654,GJ002654,􆻆,U+9DB4,鶴,1
2655,GJ002655,􆼁,U+305A,ず,1
2656,GJ002656,􆼈,U+5BFA,寺,1
2657,GJ002657,􆼍,U+5BFF,寿,1
2658,GJ002658,􆼢,U+4EA6,亦,2
2659,GJ002659,􆼧,U+5BF8,寸,2
2660,GJ002660,􆼩,U+305A,ず,1
2661,GJ002661,􆼺,U+5BFF,寿,1
2662,GJ002662,􆼻,U+5BFE,対,1
2663,GJ002663,􆽎,U+5BF8,寸,2
2664,GJ002664,􆽤,U+7B49,等,1
2665,GJ002665,􆾞,U+53A8,厨,1
2666,GJ002666,􆾨,U+5C0A,尊,1
2667,GJ002667,􆿌,U+58FD,壽,1
2668,GJ002668,􆿛,U+5C0A,尊,1
2669,GJ002669,􆿞,U+6A39,樹,1
2670,GJ002670,􆿟,U+58FD,壽,1
2671,GJ002671,􆿴,U+5C0D,對,1
2672,GJ002672,􇀵,U+58FD,壽,1
2673,GJ002673,􇀻,U+851A,蔚,1
2674,GJ002674,􇀽,U+58FD,壽,1
2675,GJ002675,􇀿,U+58FD,壽,1
2676,GJ002676,􇁥,U+5C09,尉,2
2677,GJ002677,􇁽,U+58FD,壽,1
2678,GJ002678,􇂌,U+9075,遵,1
2679,GJ002679,􇂦,U+58F9,壹,2
2680,GJ002680,􇃍,U+305A,ず,1
2681,GJ002681,􇃞,U+9075,遵,2
2682,GJ002682,􇃦,U+7F47,罇,1
2683,GJ002683,􇃨,U+7F47,罇,1
2684,GJ002684,􇃫,U+7F47,罇,1
2685,GJ002685,􇃮,U+7232,爲,2
2686,GJ002686,􇃴,U+5C0F,小,2
2687,GJ002687,􇄂,U+77DB,矛,1
2688,GJ002688,􇄃,U+5EFE,廾,2
2689,GJ002689,􇄎,U+53C8,又,2
2690,GJ002690,􇄕,U+5C13,尓,1
2691,GJ002691,􇄖,U+4E03,七,2
2692,GJ002692,􇄘,U+514C,兌,1
2693,GJ002693,􇄞,U+8208,興,1
2694,GJ002694,􇄭,U+611B,愛,1
2695,GJ002695,􇄲,U+6C36,氶,2
2696,GJ002696,􇄴,U+6B64,此,2
2697,GJ002697,􇄻,U+5408,合,2
2698,GJ002698,􇄼,U+FA32,免,2
2699,GJ002699,􇅇,U+88F3,裳,2
2700,GJ002700,􇅑,U+776A,睪,2
2701,GJ002701,􇅕,U+5C2D,尭,1
2702,GJ002702,􇅜,U+5C29,尩,1
2703,GJ002703,􇅝,U+5C22,尢,2
2704,GJ002704,􇅦,U+55AC,喬,2
2705,GJ002705,􇅧,U+7537,男,2
2706,GJ002706,􇅨,U+5353,卓,2
2707,GJ002707,􇅰,U+5E7A,幺,2
2708,GJ002708,􇅲,U+51F6,凶,2
2709,GJ002709,􇅹,U+5C4F,屏,1
2710,GJ002710,􇅿,U+6708,月,2
2711,GJ002711,􇆂,U+65B9,方,2
2712,GJ002712,􇆈,U+5C48,屈,2
2713,GJ002713,􇆊,U+591A,多,2
2714,GJ002714,􇆋,U+591A,多,1
2715,GJ002715,􇆐,U+5C40,局,2
2716,GJ002716,􇆑,U+7537,男,2
2717,GJ002717,􇆒,U+752C,甬,2
2718,GJ002718,􇆞,U+5C3E,尾,1
2719,GJ002719,􇆟,U+6BDB,毛,2
2720,GJ002720,􇆠,U+5C3E,尾,1
2721,GJ002721,􇆡,U+6B66,武,2
2722,GJ002722,􇆢,U+5915,夕,2
2723,GJ002723,􇆩,U+7280,犀,1
2724,GJ002724,􇆫,U+7280,犀,1
2725,GJ002725,􇆮,U+8CA0,負,2
2726,GJ002726,􇆯,U+6BBF,殿,1
2727,GJ002727,􇆰,U+5C53,屓,2
2728,GJ002728,􇆴,U+53A6,厦,1
2729,GJ002729,􇇄,U+5C0A,尊,2
2730,GJ002730,􇇋,U+7CA6,粦,2
2731,GJ002731,􇇖,U+5CEF,峯,1
2732,GJ002732,􇇝,U+5D8C,嶌,1
2733,GJ002733,􇇢,U+8C49,豉,2
2734,GJ002734,􇇭,U+51FA,出,1
2735,GJ002735,􇈍,U+8D70,走,1
2736,GJ002736,􇈑,U+5C71,山,2
2737,GJ002737,􇈒,U+5C71,山,2
2738,GJ002738,􇈖,U+4E01,丁,2
2739,GJ002739,􇈜,U+4EBA,人,2
2740,GJ002740,􇈟,U+51E1,凡,2
2741,GJ002741,􇈥,U+4E30,丰,1
2742,GJ002742,􇈬,U+8C48,豈,1
2743,GJ002743,􇈯,U+4E8E,于,2
2744,GJ002744,􇈰,U+5E72,干,2
2745,GJ002745,􇈱,U+4E30,丰,1
2746,GJ002746,􇈲,U+5343,千,2
2747,GJ002747,􇈵,U+6587,文,2
2748,GJ002748,􇈾,U+4E5D,九,2
2749,GJ002749,􇉃,U+20AD3,𠫓,2
2750,GJ002750,􇉇,U+592B,夫,2
2751,GJ002751,􇉓,U+6BCE,毎,1
2752,GJ002752,􇉟,U+6587,文,2
2753,GJ002753,􇉠,U+5B8F,宏,1
2754,GJ002754,􇉡,U+5143,元,2
2755,GJ002755,􇉦,U+5C7C,屼,2
2756,GJ002756,􇉩,U+5CA9,岩,1
2757,GJ002757,􇉰,U+5DF3,巳,2
2758,GJ002758,􇉱,U+6708,月,2
2759,GJ002759,􇉹,U+7532,甲,2
2760,GJ002760,􇉺,U+37C1,㟁,1
2761,GJ002761,􇊀,U+4ECA,今,2
2762,GJ002762,􇊂,U+5CA9,岩,1
2763,GJ002763,􇊉,U+90A6,邦,1
2764,GJ002764,􇊏,U+4F7F,使,1
2765,GJ002765,􇊒,U+5C01,封,1
2766,GJ002766,􇊚,U+536F,卯,2
2767,GJ002767,􇊠,U+5CB8,岸,1
2768,GJ002768,􇊢,U+6642,時,1
2769,GJ002769,􇊦,U+5CD9,峙,1
2770,GJ002770,􇊧,U+5B50,子,2
2771,GJ002771,􇊩,U+6BCB,毋,2
2772,GJ002772,􇊬,U+5E74,年,2
2773,GJ002773,􇊭,U+897F,西,2
2774,GJ002774,􇊶,U+81F3,至,2
2775,GJ002775,􇊷,U+5168,全,2
2776,GJ002776,􇊻,U+6728,木,2
2777,GJ002777,􇊽,U+5CD0,峐,1
2778,GJ002778,􇊿,U+5409,吉,2
2779,GJ002779,􇋂,U+5216,刖,2
2780,GJ002780,􇋃,U+37C1,㟁,1
2781,GJ002781,􇋈,U+5CA9,岩,1
2782,GJ002782,􇋎,U+5CC5,峅,1
2783,GJ002783,􇋓,U+5CF4,峴,1
2784,GJ002784,􇋧,U+6BCE,毎,1
2785,GJ002785,􇋨,U+9752,青,1
2786,GJ002786,􇋩,U+6BCE,毎,1
2787,GJ002787,􇋫,U+6BCE,毎,1
2788,GJ002788,􇋵,U+5D22,崢,1
2789,GJ002789,􇋸,U+6642,時,1
2790,GJ002790,􇋼,U+6B21,次,2
2791,GJ002791,􇌅,U+6765,来,2
2792,GJ002792,􇌋,U+65F9,旹,2
2793,GJ002793,􇌌,U+5BF8,寸,2
2794,GJ002794,􇌑,U+5C71,山,2
2795,GJ002795,􇌔,U+5B8C,完,1
2796,GJ002796,􇌕,U+5B5D,孝,2
2797,GJ002797,􇍁,U+574E,坎,2
2798,GJ002798,􇍇,U+5D1D,崝,1
2799,GJ002799,􇍉,U+5D53,嵓,1
2800,GJ002800,􇍖,U+65F9,旹,1
2801,GJ002801,􇍘,U+6BCE,毎,1
2802,GJ002802,􇍜,U+5C71,山,2
2803,GJ002803,􇍝,U+8FD1,近,2
2804,GJ002804,􇍞,U+90A6,邦,1
2805,GJ002805,􇍥,U+5D97,嶗,1
2806,GJ002806,􇍫,U+5C3E,尾,2
2807,GJ002807,􇍬,U+5CF6,島,1
2808,GJ002808,􇍭,U+590B,夋,2
2809,GJ002809,􇍵,U+5C71,山,2
2810,GJ002810,􇍶,U+677E,松,2
2811,GJ002811,􇍻,U+767D,白,2
2812,GJ002812,􇍼,U+679C,果,2
2813,GJ002813,􇍾,U+5D14,崔,1
2814,GJ002814,􇎁,U+620A,戊,2
2815,GJ002815,􇎃,U+4F86,來,2
2816,GJ002816,􇎄,U+751F,生,2
2817,GJ002817,􇎅,U+5C71,山,2
2818,GJ002818,􇎆,U+82F1,英,2
2819,GJ002819,􇎇,U+5178,典,2
2820,GJ002820,􇎈,U+6607,昇,2
2821,GJ002821,􇎳,U+5D8B,嶋,1
2822,GJ002822,􇏑,U+5D8B,嶋,1
2823,GJ002823,􇏒,U+5C71,山,2
2824,GJ002824,􇏕,U+5D8C,嶌,1
2825,GJ002825,􇏮,U+5D50,嵐,2
2826,GJ002826,􇏳,U+91D1,金,2
2827,GJ002827,􇏶,U+516C,公,2
2828,GJ002828,􇏹,U+6797,林,2
2829,GJ002829,􇏺,U+59D4,委,2
2830,GJ002830,􇏻,U+4EAC,京,2
2831,GJ002831,􇏼,U+5CB8,岸,1
2832,GJ002832,􇐀,U+516A,兪,2
2833,GJ002833,􇐁,U+8349,草,2
2834,GJ002834,􇐂,U+216B4,𡚴,2
2835,GJ002835,􇐃,U+57CE,城,2
2836,GJ002836,􇐄,U+90CE,郎,2
2837,GJ002837,􇐅,U+67D7,柗,2
2838,GJ002838,􇐉,U+91CD,重,2
2839,GJ002839,􇐍,U+5DB8,嶸,1
2840,GJ002840,􇐓,U+4E0A,上,2
2841,GJ002841,􇐩,U+5F66,彦,2
2842,GJ002842,􇐿,U+5D8B,嶋,1
2843,GJ002843,􇑊,U+672C,本,2
2844,GJ002844,􇑙,U+8E8B,躋,1
2845,GJ002845,􇑚,U+6607,昇,2
2846,GJ002846,􇑞,U+5DB8,嶸,1
2847,GJ002847,􇑡,U+516A,兪,2
2848,GJ002848,􇑥,U+79CB,秋,2
2849,GJ002849,􇑮,U+5D1F,崟,2
2850,GJ002850,􇑯,U+91DC,釜,2
2851,GJ002851,􇑲,U+8015,耕,2
2852,GJ002852,􇑶,U+65E5,日,2
2853,GJ002853,􇑷,U+8A13,訓,2
2854,GJ002854,􇑹,U+81F4,致,2
2855,GJ002855,􇑾,U+7FBD,羽,2
2856,GJ002856,􇒆,U+6B73,歳,1
2857,GJ002857,􇒉,U+5D5C,嵜,1
2858,GJ002858,􇒑,U+586B,填,1
2859,GJ002859,􇒧,U+FA11,﨑,1
2860,GJ002860,􇒩,U+6CC9,泉,1
2861,GJ002861,􇒯,U+83AB,莫,2
2862,GJ002862,􇒶,U+4EE4,令,2
2863,GJ002863,􇒷,U+79BE,禾,2
2864,GJ002864,􇒹,U+8012,耒,2
2865,GJ002865,􇒺,U+79BE,禾,2
2866,GJ002866,􇒼,U+6CE8,注,2
2867,GJ002867,􇒽,U+FA11,﨑,1
2868,GJ002868,􇒾,U+5B70,孰,2
2869,GJ002869,􇒿,U+4EAC,京,2
2870,GJ002870,􇓀,U+7C73,米,2
2871,GJ002871,􇓂,U+8CAC,責,2
2872,GJ002872,􇓃,U+5F99,徙,2
2873,GJ002873,􇓅,U+65E5,日,2
2874,GJ002874,􇓆,U+8ECA,車,2
2875,GJ002875,􇓉,U+4EBA,人,2
2876,GJ002876,􇓊,U+5C71,山,2
2877,GJ002877,􇓋,U+6C34,水,2
2878,GJ002878,􇓐,U+5D6A,嵪,1
2879,GJ002879,􇓢,U+5DAE,嶮,1
2880,GJ002880,􇓤,U+6797,林,2
2881,GJ002881,􇓥,U+66FB,曻,2
2882,GJ002882,􇓨,U+54C1,品,2
