No.,図形名,文字,UCS,文字,代替変換区分
6780,GJ006780,􌋎,U+4E30,丰,1
6781,GJ006781,􌋏,U+829D,芝,2
6782,GJ006782,􌋖,U+856A,蕪,1
6783,GJ006783,􌋚,U+4EC1,仁,2
6784,GJ006784,􌋜,U+82AC,芬,1
6785,GJ006785,􌋥,U+82DF,苟,1
6786,GJ006786,􌋩,U+4EA2,亢,2
6787,GJ006787,􌋫,U+706B,火,2
6788,GJ006788,􌋬,U+8307,茇,2
6789,GJ006789,􌋳,U+8302,茂,1
6790,GJ006790,􌋷,U+8302,茂,1
6791,GJ006791,􌌁,U+82FD,苽,2
6792,GJ006792,􌌄,U+516C,公,2
6793,GJ006793,􌌆,U+8403,萃,1
6794,GJ006794,􌌉,U+8279,艹,2
6795,GJ006795,􌌗,U+84BC,蒼,1
6796,GJ006796,􌌝,U+8607,蘇,1
6797,GJ006797,􌌞,U+82DC,苜,2
6798,GJ006798,􌌣,U+5347,升,2
6799,GJ006799,􌌯,U+8299,芙,2
6800,GJ006800,􌌱,U+82A4,芤,2
6801,GJ006801,􌌵,U+706B,火,2
6802,GJ006802,􌌾,U+534A,半,2
6803,GJ006803,􌍀,U+5C71,山,2
6804,GJ006804,􌍁,U+5DF1,己,2
6805,GJ006805,􌍇,U+5DF3,巳,2
6806,GJ006806,􌍉,U+5BF8,寸,2
6807,GJ006807,􌍊,U+4E00,一,2
6808,GJ006808,􌍒,U+82BA,芺,2
6809,GJ006809,􌍕,U+6614,昔,1
6810,GJ006810,􌍘,U+829F,芟,1
6811,GJ006811,􌍩,U+4ED9,仙,2
6812,GJ006812,􌍫,U+82F1,英,1
6813,GJ006813,􌍮,U+82FA,苺,1
6814,GJ006814,􌍯,U+8564,蕤,1
6815,GJ006815,􌍵,U+8302,茂,1
6816,GJ006816,􌎃,U+8307,茇,1
6817,GJ006817,􌎄,U+830E,茎,1
6818,GJ006818,􌎈,U+82C5,苅,1
6819,GJ006819,􌎏,U+8352,荒,1
6820,GJ006820,􌎑,U+8357,荗,1
6821,GJ006821,􌎗,U+8358,荘,1
6822,GJ006822,􌎹,U+53B6,厶,2
6823,GJ006823,􌎼,U+834A,荊,2
6824,GJ006824,􌎿,U+7F8C,羌,1
6825,GJ006825,􌏄,U+5144,兄,2
6826,GJ006826,􌏉,U+8362,荢,2
6827,GJ006827,􌏍,U+82D1,苑,1
6828,GJ006828,􌏏,U+5916,外,2
6829,GJ006829,􌏶,U+82D1,苑,1
6830,GJ006830,􌏹,U+53CB,友,2
6831,GJ006831,􌏽,U+8302,茂,1
6832,GJ006832,􌐂,U+4F0A,伊,2
6833,GJ006833,􌐇,U+7F90,羐,1
6834,GJ006834,􌐈,U+83F1,菱,1
6835,GJ006835,􌐉,U+8349,草,1
6836,GJ006836,􌐍,U+5FC3,心,2
6837,GJ006837,􌐏,U+82E5,若,2
6838,GJ006838,􌐐,U+5B88,守,2
6839,GJ006839,􌐑,U+5B88,守,2
6840,GJ006840,􌐓,U+8279,艹,2
6841,GJ006841,􌐗,U+5927,大,2
6842,GJ006842,􌐝,U+5200,刀,2
6843,GJ006843,􌐞,U+FA5E,艹,2
6844,GJ006844,􌐣,U+83B1,莱,2
6845,GJ006845,􌐧,U+5341,十,2
6846,GJ006846,􌐶,U+4E86,了,2
6847,GJ006847,􌐷,U+4E86,了,2
6848,GJ006848,􌐺,U+65E5,日,2
6849,GJ006849,􌐽,U+26AFF,𦫿,2
6850,GJ006850,􌐾,U+6C34,水,2
6851,GJ006851,􌐿,U+83C9,菉,1
6852,GJ006852,􌑀,U+65E5,日,2
6853,GJ006853,􌑁,U+5929,天,2
6854,GJ006854,􌑓,U+517C,兼,1
6855,GJ006855,􌑞,U+5927,大,2
6856,GJ006856,􌑠,U+820C,舌,2
6857,GJ006857,􌑡,U+7CF8,糸,2
6858,GJ006858,􌑫,U+7F90,羐,1
6859,GJ006859,􌑲,U+82F1,英,1
6860,GJ006860,􌒌,U+591A,多,2
6861,GJ006861,􌒍,U+572D,圭,2
6862,GJ006862,􌒐,U+5149,光,2
6863,GJ006863,􌒕,U+4E98,亘,2
6864,GJ006864,􌒗,U+8345,荅,1
6865,GJ006865,􌒙,U+800C,而,2
6866,GJ006866,􌒚,U+5B89,安,2
6867,GJ006867,􌒡,U+8358,荘,1
6868,GJ006868,􌒢,U+8358,荘,1
6869,GJ006869,􌒧,U+8362,荢,1
6870,GJ006870,􌒷,U+8392,莒,1
6871,GJ006871,􌒿,U+83EF,華,1
6872,GJ006872,􌓅,U+8446,葆,1
6873,GJ006873,􌓇,U+8398,莘,2
6874,GJ006874,􌓉,U+7FBD,羽,2
6875,GJ006875,􌓌,U+5DDE,州,2
6876,GJ006876,􌓍,U+7F8A,羊,2
6877,GJ006877,􌓗,U+8352,荒,1
6878,GJ006878,􌓚,U+8352,荒,1
6879,GJ006879,􌔉,U+8588,薈,1
6880,GJ006880,􌔛,U+4EA6,亦,2
6881,GJ006881,􌔜,U+518D,再,2
6882,GJ006882,􌔞,U+5E84,庄,2
6883,GJ006883,􌔡,U+5DF3,巳,2
6884,GJ006884,􌔣,U+5DF1,己,2
6885,GJ006885,􌔥,U+767E,百,2
6886,GJ006886,􌔦,U+7469,瑩,1
6887,GJ006887,􌔮,U+83EB,菫,1
6888,GJ006888,􌔴,U+5E0C,希,2
6889,GJ006889,􌔵,U+6BB3,殳,2
6890,GJ006890,􌔶,U+8279,艹,2
6891,GJ006891,􌔽,U+514B,克,2
6892,GJ006892,􌔾,U+514B,克,2
6893,GJ006893,􌕀,U+9EC4,黄,2
6894,GJ006894,􌕆,U+65B9,方,2
6895,GJ006895,􌕊,U+8279,艹,2
6896,GJ006896,􌕍,U+6C3A,氺,2
6897,GJ006897,􌕎,U+5DF4,巴,2
6898,GJ006898,􌕗,U+5BFE,対,2
6899,GJ006899,􌕜,U+5186,円,2
6900,GJ006900,􌕟,U+5DF4,巴,2
6901,GJ006901,􌕠,U+809A,肚,2
6902,GJ006902,􌕦,U+592D,夭,2
6903,GJ006903,􌕽,U+82B9,芹,1
6904,GJ006904,􌕾,U+6298,折,2
6905,GJ006905,􌕿,U+5687,嚇,1
6906,GJ006906,􌖀,U+5F79,役,2
6907,GJ006907,􌖅,U+517C,兼,1
6908,GJ006908,􌖥,U+5C3E,尾,2
6909,GJ006909,􌖧,U+91CC,里,2
6910,GJ006910,􌖨,U+6276,扶,2
6911,GJ006911,􌖩,U+82A9,芩,1
6912,GJ006912,􌖬,U+5747,均,2
6913,GJ006913,􌗀,U+4F5C,作,2
6914,GJ006914,􌗆,U+8ECA,車,2
6915,GJ006915,􌗉,U+72C3,狃,2
6916,GJ006916,􌗑,U+83B1,莱,1
6917,GJ006917,􌗘,U+83C5,菅,1
6918,GJ006918,􌗙,U+83C5,菅,1
6919,GJ006919,􌗢,U+83C9,菉,1
6920,GJ006920,􌗪,U+83DC,菜,1
6921,GJ006921,􌗫,U+83DC,菜,1
6922,GJ006922,􌗽,U+83F0,菰,1
6923,GJ006923,􌘃,U+83F0,菰,1
6924,GJ006924,􌘔,U+8413,萓,1
6925,GJ006925,􌘖,U+8413,萓,1
6926,GJ006926,􌘛,U+8470,葰,1
6927,GJ006927,􌘡,U+606D,恭,1
6928,GJ006928,􌘤,U+606D,恭,1
6929,GJ006929,􌘫,U+8099,肙,2
6930,GJ006930,􌘭,U+833A,茺,1
6931,GJ006931,􌘰,U+5B8B,宋,2
6932,GJ006932,􌙚,U+5FD8,忘,2
6933,GJ006933,􌙡,U+84EE,蓮,1
6934,GJ006934,􌙯,U+839E,莞,1
6935,GJ006935,􌙲,U+674E,李,2
6936,GJ006936,􌙴,U+83EB,菫,1
6937,GJ006937,􌙹,U+5439,吹,2
6938,GJ006938,􌙼,U+8C37,谷,2
6939,GJ006939,􌙽,U+592B,夫,2
6940,GJ006940,􌙾,U+592B,夫,2
6941,GJ006941,􌙿,U+752C,甬,2
6942,GJ006942,􌚃,U+767A,発,1
6943,GJ006943,􌚅,U+831D,茝,1
6944,GJ006944,􌚈,U+839E,莞,1
6945,GJ006945,􌚎,U+5915,夕,2
6946,GJ006946,􌚐,U+82D4,苔,1
6947,GJ006947,􌚔,U+828D,芍,1
6948,GJ006948,􌚕,U+5FDD,忝,2
6949,GJ006949,􌚖,U+8438,萸,1
6950,GJ006950,􌚚,U+6625,春,1
6951,GJ006951,􌚝,U+533A,区,2
6952,GJ006952,􌚤,U+4E16,世,2
6953,GJ006953,􌚦,U+83EF,華,1
6954,GJ006954,􌚮,U+65E5,日,2
6955,GJ006955,􌚯,U+8349,草,2
6956,GJ006956,􌚳,U+7FBD,羽,2
6957,GJ006957,􌚵,U+5196,冖,2
6958,GJ006958,􌚷,U+52F9,勹,2
6959,GJ006959,􌚻,U+866B,虫,2
6960,GJ006960,􌚼,U+6709,有,2
6961,GJ006961,􌚽,U+82DF,苟,2
6962,GJ006962,􌚾,U+8279,艹,2
6963,GJ006963,􌛀,U+5927,大,2
6964,GJ006964,􌛁,U+5927,大,2
6965,GJ006965,􌛂,U+3F75,㽵,2
6966,GJ006966,􌛄,U+79BE,禾,2
6967,GJ006967,􌛉,U+6CE3,泣,2
6968,GJ006968,􌛑,U+5915,夕,2
6969,GJ006969,􌛘,U+7533,申,2
6970,GJ006970,􌛙,U+7533,申,2
6971,GJ006971,􌛚,U+53E5,句,2
6972,GJ006972,􌛜,U+4FC9,俉,2
6973,GJ006973,􌛧,U+6B63,正,2
6974,GJ006974,􌛩,U+8304,茄,2
6975,GJ006975,􌛫,U+6C3A,氺,2
6976,GJ006976,􌛵,U+623E,戾,2
6977,GJ006977,􌛶,U+77E5,知,2
6978,GJ006978,􌛸,U+4E9F,亟,1
6979,GJ006979,􌛹,U+4E9F,亟,1
6980,GJ006980,􌜍,U+91CC,里,2
6981,GJ006981,􌜎,U+91CC,里,2
6982,GJ006982,􌜮,U+9580,門,2
6983,GJ006983,􌝈,U+5FDD,忝,2
6984,GJ006984,􌝏,U+80A5,肥,2
6985,GJ006985,􌝕,U+5948,奈,2
6986,GJ006986,􌝟,U+8457,著,1
6987,GJ006987,􌝳,U+8462,葢,1
6988,GJ006988,􌝹,U+8471,葱,1
6989,GJ006989,􌞔,U+8524,蔤,1
6990,GJ006990,􌞕,U+961C,阜,2
6991,GJ006991,􌞙,U+82DC,苜,1
6992,GJ006992,􌞜,U+8349,草,1
6993,GJ006993,􌞣,U+6613,易,2
6994,GJ006994,􌞱,U+83EF,華,1
6995,GJ006995,􌞾,U+8352,荒,1
6996,GJ006996,􌟇,U+8279,艹,2
6997,GJ006997,􌟈,U+8279,艹,2
6998,GJ006998,􌟉,U+4491,䒑,2
6999,GJ006999,􌟍,U+82B1,花,2
7000,GJ007000,􌟒,U+84EE,蓮,1
7001,GJ007001,􌟜,U+5B9A,定,2
7002,GJ007002,􌟡,U+623F,房,2
7003,GJ007003,􌟢,U+623F,房,2
7004,GJ007004,􌟣,U+623F,房,2
7005,GJ007005,􌟤,U+623F,房,2
7006,GJ007006,􌟥,U+623F,房,2
7007,GJ007007,􌟨,U+8398,莘,2
7008,GJ007008,􌟩,U+83EF,華,1
7009,GJ007009,􌟪,U+7469,瑩,1
7010,GJ007010,􌟬,U+6708,月,2
7011,GJ007011,􌟼,U+52DF,募,1
7012,GJ007012,􌠂,U+517C,兼,1
7013,GJ007013,􌠃,U+852D,蔭,1
7014,GJ007014,􌠄,U+4F1A,会,2
7015,GJ007015,􌠇,U+6020,怠,2
7016,GJ007016,􌠈,U+6020,怠,2
7017,GJ007017,􌠊,U+86EC,蛬,1
7018,GJ007018,􌠕,U+842C,萬,1
7019,GJ007019,􌠝,U+5307,匇,2
7020,GJ007020,􌠟,U+793A,示,2
7021,GJ007021,􌠣,U+5E7A,幺,2
7022,GJ007022,􌠧,U+6012,怒,2
7023,GJ007023,􌠮,U+84C2,蓂,2
7024,GJ007024,􌠱,U+65E9,早,2
7025,GJ007025,􌠷,U+8012,耒,2
7026,GJ007026,􌠻,U+8863,衣,2
7027,GJ007027,􌡁,U+754F,畏,2
7028,GJ007028,􌡎,U+79BE,禾,2
7029,GJ007029,􌡏,U+6545,故,2
7030,GJ007030,􌡐,U+FA5E,艹,2
7031,GJ007031,􌡒,U+54B2,咲,2
7032,GJ007032,􌡓,U+7802,砂,2
7033,GJ007033,􌡔,U+8A00,言,2
7034,GJ007034,􌡖,U+20B1D,𠬝,2
7035,GJ007035,􌡗,U+6D77,海,2
7036,GJ007036,􌡛,U+767D,白,2
7037,GJ007037,􌡝,U+5E84,庄,2
7038,GJ007038,􌡟,U+7D00,紀,2
7039,GJ007039,􌡫,U+8306,茆,1
7040,GJ007040,􌡭,U+85FE,藾,1
7041,GJ007041,􌡰,U+9950,饐,1
7042,GJ007042,􌡴,U+656C,敬,1
7043,GJ007043,􌢂,U+5949,奉,2
7044,GJ007044,􌢇,U+8403,萃,1
7045,GJ007045,􌢕,U+6625,春,1
7046,GJ007046,􌢚,U+6D3B,活,2
7047,GJ007047,􌢛,U+62EC,括,2
7048,GJ007048,􌢨,U+845B,葛,1
7049,GJ007049,􌣁,U+846E,葮,1
7050,GJ007050,􌣈,U+8475,葵,1
7051,GJ007051,􌣍,U+25055,𥁕,2
7052,GJ007052,􌣑,U+848B,蒋,1
7053,GJ007053,􌣖,U+8490,蒐,1
7054,GJ007054,􌣗,U+83B5,莵,1
7055,GJ007055,􌣘,U+8499,蒙,1
7056,GJ007056,􌣚,U+8499,蒙,1
7057,GJ007057,􌣨,U+90CE,郎,2
7058,GJ007058,􌣩,U+90CE,郎,2
7059,GJ007059,􌣮,U+84D1,蓑,1
7060,GJ007060,􌣹,U+83F0,菰,1
7061,GJ007061,􌣺,U+82A8,芨,1
7062,GJ007062,􌣾,U+5922,夢,1
7063,GJ007063,􌣿,U+5E76,并,2
7064,GJ007064,􌤀,U+5F59,彙,1
7065,GJ007065,􌤂,U+6CF0,泰,2
7066,GJ007066,􌤃,U+6CF0,泰,2
7067,GJ007067,􌤄,U+6C97,沗,2
7068,GJ007068,􌤒,U+839F,莟,1
7069,GJ007069,􌤟,U+8279,艹,2
7070,GJ007070,􌤣,U+84D1,蓑,1
7071,GJ007071,􌤤,U+84D1,蓑,1
7072,GJ007072,􌤪,U+767A,発,2
7073,GJ007073,􌤮,U+85A9,薩,1
7074,GJ007074,􌤻,U+5BA2,客,2
7075,GJ007075,􌤼,U+84C9,蓉,1
7076,GJ007076,􌤾,U+8279,艹,2
7077,GJ007077,􌤿,U+842C,萬,1
7078,GJ007078,􌥅,U+85CD,藍,1
7079,GJ007079,􌥚,U+517C,兼,1
7080,GJ007080,􌥛,U+517C,兼,1
7081,GJ007081,􌥜,U+517C,兼,1
7082,GJ007082,􌥪,U+849C,蒜,1
7083,GJ007083,􌥭,U+8358,荘,1
7084,GJ007084,􌥰,U+8A00,言,2
7085,GJ007085,􌥳,U+200A4,𠂤,2
7086,GJ007086,􌥶,U+53F8,司,2
7087,GJ007087,􌦄,U+5CF6,島,2
7088,GJ007088,􌦅,U+83EF,華,1
7089,GJ007089,􌦍,U+6728,木,2
7090,GJ007090,􌦓,U+8279,艹,2
7091,GJ007091,􌦗,U+65EC,旬,2
7092,GJ007092,􌦛,U+5FC3,心,2
7093,GJ007093,􌦜,U+5FC3,心,2
7094,GJ007094,􌦠,U+82B7,芷,2
7095,GJ007095,􌦡,U+53C8,又,2
7096,GJ007096,􌦣,U+82F1,英,2
7097,GJ007097,􌦥,U+6771,東,2
7098,GJ007098,􌦬,U+654F,敏,2
7099,GJ007099,􌦭,U+8001,老,2
7100,GJ007100,􌦮,U+8C37,谷,2
7101,GJ007101,􌦱,U+738B,王,2
7102,GJ007102,􌦴,U+5F09,弉,1
7103,GJ007103,􌦶,U+8A18,記,2
7104,GJ007104,􌦸,U+5A11,娑,2
7105,GJ007105,􌦺,U+6817,栗,2
7106,GJ007106,􌦼,U+450D,䔍,1
7107,GJ007107,􌦽,U+FA1A,祥,2
7108,GJ007108,􌧐,U+845B,葛,1
7109,GJ007109,􌧚,U+8466,葦,1
7110,GJ007110,􌧡,U+846E,葮,1
7111,GJ007111,􌧸,U+6BB7,殷,2
7112,GJ007112,􌧹,U+771E,眞,2
7113,GJ007113,􌧾,U+539F,原,2
7114,GJ007114,􌨀,U+9664,除,2
7115,GJ007115,􌨅,U+5029,倩,2
7116,GJ007116,􌨊,U+84B2,蒲,1
7117,GJ007117,􌨒,U+84C9,蓉,1
7118,GJ007118,􌨫,U+84EC,蓬,1
7119,GJ007119,􌨯,U+84EE,蓮,1
7120,GJ007120,􌨱,U+84EE,蓮,1
7121,GJ007121,􌨼,U+8523,蔣,1
7122,GJ007122,􌩄,U+8543,蕃,1
7123,GJ007123,􌩍,U+8597,薗,1
7124,GJ007124,􌩢,U+517C,兼,1
7125,GJ007125,􌩤,U+5BAE,宮,2
7126,GJ007126,􌩦,U+851A,蔚,1
7127,GJ007127,􌩨,U+859C,薜,1
7128,GJ007128,􌩪,U+831C,茜,1
7129,GJ007129,􌩫,U+831C,茜,1
7130,GJ007130,􌩬,U+83CC,菌,1
7131,GJ007131,􌩭,U+810A,脊,2
7132,GJ007132,􌩯,U+8526,蔦,2
7133,GJ007133,􌩰,U+8561,蕡,1
7134,GJ007134,􌩱,U+83CA,菊,1
7135,GJ007135,􌩲,U+7C89,粉,2
7136,GJ007136,􌩳,U+8C46,豆,2
7137,GJ007137,􌩽,U+85CF,藏,1
7138,GJ007138,􌪖,U+6D78,浸,2
7139,GJ007139,􌪙,U+9A40,驀,1
7140,GJ007140,􌪛,U+6D69,浩,2
7141,GJ007141,􌪝,U+8015,耕,2
7142,GJ007142,􌪞,U+8015,耕,2
7143,GJ007143,􌪩,U+846D,葭,1
7144,GJ007144,􌪪,U+82B1,花,2
7145,GJ007145,􌪱,U+5973,女,2
7146,GJ007146,􌪷,U+854F,蕏,1
7147,GJ007147,􌫐,U+5553,啓,2
7148,GJ007148,􌫑,U+5553,啓,2
7149,GJ007149,􌫒,U+5553,啓,2
7150,GJ007150,􌫓,U+751F,生,2
7151,GJ007151,􌫖,U+84B8,蒸,1
7152,GJ007152,􌫘,U+84B8,蒸,1
7153,GJ007153,􌫙,U+84B8,蒸,1
7154,GJ007154,􌫜,U+9ED2,黒,2
7155,GJ007155,􌫥,U+7ACB,立,2
7156,GJ007156,􌫦,U+501A,倚,2
7157,GJ007157,􌫪,U+84FC,蓼,1
7158,GJ007158,􌫫,U+84FC,蓼,1
7159,GJ007159,􌫭,U+7F52,罒,2
7160,GJ007160,􌫵,U+738B,王,2
7161,GJ007161,􌫶,U+51AC,冬,2
7162,GJ007162,􌫷,U+96C0,雀,2
7163,GJ007163,􌫹,U+65E7,旧,2
7164,GJ007164,􌫿,U+FA5E,艹,2
7165,GJ007165,􌬂,U+84C1,蓁,1
7166,GJ007166,􌬇,U+672A,未,2
7167,GJ007167,􌬈,U+72AD,犭,2
7168,GJ007168,􌬉,U+FA41,敏,2
7169,GJ007169,􌬐,U+856F,蕯,1
7170,GJ007170,􌬑,U+863C,蘼,1
7171,GJ007171,􌬒,U+9020,造,2
7172,GJ007172,􌬕,U+8506,蔆,1
7173,GJ007173,􌬘,U+723D,爽,2
7174,GJ007174,􌬚,U+6E34,渴,2
7175,GJ007175,􌬸,U+84C1,蓁,1
7176,GJ007176,􌬿,U+84D1,蓑,1
7177,GJ007177,􌭂,U+5EB5,庵,1
7178,GJ007178,􌭇,U+552F,唯,2
7179,GJ007179,􌭋,U+5F61,彡,2
7180,GJ007180,􌭌,U+84FC,蓼,1
7181,GJ007181,􌭏,U+7AE0,章,2
7182,GJ007182,􌭒,U+79D2,秒,1
7183,GJ007183,􌭖,U+7C97,粗,1
7184,GJ007184,􌭣,U+8523,蔣,1
7185,GJ007185,􌭩,U+6E05,清,2
7186,GJ007186,􌭪,U+6E05,清,2
7187,GJ007187,􌭮,U+8543,蕃,1
7188,GJ007188,􌮔,U+85BA,薺,1
7189,GJ007189,􌮕,U+85CF,藏,1
7190,GJ007190,􌮙,U+5EB7,康,1
7191,GJ007191,􌮚,U+74DC,瓜,2
7192,GJ007192,􌮛,U+23CFE,𣳾,2
7193,GJ007193,􌮜,U+96B9,隹,2
7194,GJ007194,􌮟,U+8494,蒔,1
7195,GJ007195,􌮠,U+9678,陸,2
7196,GJ007196,􌮡,U+7317,猗,2
7197,GJ007197,􌮣,U+53E3,口,2
7198,GJ007198,􌮤,U+5076,偶,2
7199,GJ007199,􌮨,U+90FD,都,2
7200,GJ007200,􌮬,U+5140,兀,2
7201,GJ007201,􌮽,U+85CF,藏,2
7202,GJ007202,􌯊,U+85CF,藏,1
7203,GJ007203,􌯩,U+8532,蔲,1
7204,GJ007204,􌯫,U+8449,葉,1
7205,GJ007205,􌯬,U+6DEE,淮,2
7206,GJ007206,􌯳,U+8517,蔗,1
7207,GJ007207,􌯶,U+6B3E,款,2
7208,GJ007208,􌯺,U+6E80,満,2
7209,GJ007209,􌯻,U+6E80,満,2
7210,GJ007210,􌰀,U+5FC3,心,2
7211,GJ007211,􌰈,U+66F7,曷,2
7212,GJ007212,􌰊,U+8A00,言,2
7213,GJ007213,􌰌,U+5E78,幸,2
7214,GJ007214,􌰍,U+5F66,彦,2
7215,GJ007215,􌰎,U+5F66,彦,2
7216,GJ007216,􌰒,U+7676,癶,2
7217,GJ007217,􌰓,U+7FBD,羽,2
7218,GJ007218,􌰘,U+72AD,犭,2
7219,GJ007219,􌰚,U+7269,物,2
7220,GJ007220,􌰜,U+5EFA,建,2
7221,GJ007221,􌰢,U+65B9,方,2
7222,GJ007222,􌰣,U+82AF,芯,2
7223,GJ007223,􌰥,U+6674,晴,2
7224,GJ007224,􌰨,U+5FC3,心,2
7225,GJ007225,􌰪,U+4E16,世,2
7226,GJ007226,􌰱,U+8279,艹,2
7227,GJ007227,􌰷,U+8411,萑,2
7228,GJ007228,􌰹,U+8411,萑,2
7229,GJ007229,􌰽,U+84D1,蓑,1
7230,GJ007230,􌱁,U+201A2,𠆢,2
7231,GJ007231,􌱄,U+65AF,斯,2
7232,GJ007232,􌱅,U+63D6,揖,2
7233,GJ007233,􌱆,U+6A59,橙,1
7234,GJ007234,􌱇,U+6E34,渴,2
7235,GJ007235,􌱈,U+5C0A,尊,2
7236,GJ007236,􌱑,U+71D5,燕,1
7237,GJ007237,􌱖,U+5F37,強,2
7238,GJ007238,􌱗,U+5F37,強,2
7239,GJ007239,􌱘,U+8521,蔡,1
7240,GJ007240,􌱝,U+8521,蔡,2
7241,GJ007241,􌱟,U+8521,蔡,1
7242,GJ007242,􌱣,U+8535,蔵,1
7243,GJ007243,􌱩,U+52DD,勝,2
7244,GJ007244,􌱪,U+85E4,藤,1
7245,GJ007245,􌱶,U+96C5,雅,2
7246,GJ007246,􌱿,U+856D,蕭,1
7247,GJ007247,􌲀,U+856D,蕭,1
7248,GJ007248,􌲁,U+8204,舄,2
7249,GJ007249,􌲉,U+8584,薄,1
7250,GJ007250,􌲏,U+8584,薄,1
7251,GJ007251,􌲚,U+8588,薈,1
7252,GJ007252,􌲛,U+8588,薈,1
7253,GJ007253,􌲠,U+904E,過,2
7254,GJ007254,􌲰,U+85A6,薦,1
7255,GJ007255,􌳃,U+85CF,藏,1
7256,GJ007256,􌳇,U+FA5E,艹,2
7257,GJ007257,􌳘,U+FA1F,﨟,1
7258,GJ007258,􌳝,U+7D50,結,2
7259,GJ007259,􌳞,U+FA26,都,2
7260,GJ007260,􌳢,U+667B,晻,2
7261,GJ007261,􌳣,U+838A,莊,1
7262,GJ007262,􌳥,U+53D6,取,2
7263,GJ007263,􌳦,U+8588,薈,1
7264,GJ007264,􌴅,U+FA5E,艹,2
7265,GJ007265,􌴆,U+656C,敬,2
7266,GJ007266,􌴈,U+4E86,了,2
7267,GJ007267,􌴏,U+85CF,藏,1
7268,GJ007268,􌴜,U+85E4,藤,1
7269,GJ007269,􌴷,U+52E4,勤,2
7270,GJ007270,􌴹,U+52E4,勤,2
7271,GJ007271,􌴺,U+7E6D,繭,1
7272,GJ007272,􌴻,U+866B,虫,2
7273,GJ007273,􌴼,U+73A8,玨,2
7274,GJ007274,􌴾,U+8A55,評,2
7275,GJ007275,􌵄,U+904E,過,2
7276,GJ007276,􌵈,U+96B9,隹,2
7277,GJ007277,􌵉,U+7AED,竭,2
7278,GJ007278,􌵊,U+96BB,隻,2
7279,GJ007279,􌵋,U+96B9,隹,2
7280,GJ007280,􌵑,U+8463,董,2
7281,GJ007281,􌵓,U+5448,呈,2
7282,GJ007282,􌵔,U+5E7A,幺,2
7283,GJ007283,􌵘,U+88CF,裏,2
7284,GJ007284,􌵣,U+79BE,禾,2
7285,GJ007285,􌵤,U+7A14,稔,2
7286,GJ007286,􌵧,U+7CF8,糸,2
7287,GJ007287,􌵨,U+8ECD,軍,2
7288,GJ007288,􌵩,U+91CD,重,2
7289,GJ007289,􌵪,U+91CD,重,2
7290,GJ007290,􌵫,U+9999,香,2
7291,GJ007291,􌵬,U+5BDB,寛,2
7292,GJ007292,􌵭,U+5BDB,寛,2
7293,GJ007293,􌵯,U+6F01,漁,2
7294,GJ007294,􌵳,U+83AA,莪,1
7295,GJ007295,􌵶,U+820A,舊,1
7296,GJ007296,􌶃,U+9AD8,高,2
7297,GJ007297,􌶌,U+6B73,歳,2
7298,GJ007298,􌶗,U+9F0E,鼎,2
7299,GJ007299,􌶤,U+85AB,薫,1
7300,GJ007300,􌶦,U+85AC,薬,1
7301,GJ007301,􌶩,U+85AD,薭,1
7302,GJ007302,􌶪,U+85AE,薮,1
7303,GJ007303,􌶼,U+85BA,薺,1
7304,GJ007304,􌶽,U+85BA,薺,1
7305,GJ007305,􌷇,U+85CF,藏,1
7306,GJ007306,􌷯,U+85CF,藏,1
7307,GJ007307,􌷲,U+85E4,藤,1
7308,GJ007308,􌸇,U+85E5,藥,1
7309,GJ007309,􌸔,U+8004,耄,1
7310,GJ007310,􌸖,U+611A,愚,2
7311,GJ007311,􌸟,U+85CF,藏,1
7312,GJ007312,􌸡,U+85CF,藏,1
7313,GJ007313,􌸮,U+85CF,藏,1
7314,GJ007314,􌸱,U+76EE,目,2
7315,GJ007315,􌸺,U+7372,獲,1
7316,GJ007316,􌸻,U+7372,獲,1
7317,GJ007317,􌸾,U+85CF,藏,1
7318,GJ007318,􌹇,U+7C89,粉,2
7319,GJ007319,􌹈,U+7C89,粉,2
7320,GJ007320,􌹉,U+85AB,薫,1
7321,GJ007321,􌹕,U+85E4,藤,1
7322,GJ007322,􌹛,U+85E4,藤,1
7323,GJ007323,􌺅,U+52E2,勢,2
7324,GJ007324,􌺆,U+6F2B,漫,2
7325,GJ007325,􌺌,U+58A8,墨,2
7326,GJ007326,􌺐,U+85CD,藍,1
7327,GJ007327,􌺗,U+6176,慶,2
7328,GJ007328,􌺘,U+620A,戊,2
7329,GJ007329,􌺜,U+5902,夂,2
7330,GJ007330,􌺝,U+53C8,又,2
7331,GJ007331,􌺡,U+7DB1,綱,2
7332,GJ007332,􌺥,U+81CA,臊,2
7333,GJ007333,􌺦,U+6EFF,滿,2
7334,GJ007334,􌺧,U+6EFF,滿,2
7335,GJ007335,􌺨,U+5225,別,2
7336,GJ007336,􌺪,U+85EA,藪,1
7337,GJ007337,􌺲,U+929C,銜,2
7338,GJ007338,􌺵,U+53E2,叢,1
7339,GJ007339,􌺷,U+7E82,纂,1
7340,GJ007340,􌺽,U+8549,蕉,1
7341,GJ007341,􌻂,U+8584,薄,1
7342,GJ007342,􌻦,U+5C0D,對,2
7343,GJ007343,􌻪,U+85FB,藻,1
7344,GJ007344,􌻼,U+85CF,藏,1
7345,GJ007345,􌼅,U+85CF,藏,1
7346,GJ007346,􌼊,U+85CF,藏,1
7347,GJ007347,􌼠,U+85CF,藏,1
